drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	bert_score_precision_llm_vs_discordant	bert_score_recall_llm_vs_discordant	bert_score_f1_llm_vs_discordant	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_discordant	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_discordant	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_discordant	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_discordant	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_discordant	gpt4_llm_vs_ref
aminosalicylic acid	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking aminosalicylic acid? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	['Avoid aminosalicylic acid. Take an alternate therapy.', 'Take aminosalicylic acid with a reduced dose.', 'Take aminosalicylic acid with an increased dose.']	Proceed taking aminosalicylic acid as normal. There is no recommendation.	For individuals with normal glucose-6-phosphate dehydrogenase (G6PD) activity, using aminosalicylic acid typically does not raise concerns specifically related to G6PD deficiency. Aminosalicylic acid, primarily used in the treatment of tuberculosis, can cause hemolytic anemia in people with G6PD deficiency; however, those with normal enzyme activity generally do not have increased risk for this side effect. As with any medication, monitoring for other typical side effects and interactions is still advisable.	-0.22545177	0.06652645	-0.096609004	-0.15220954	0.14021589	-0.022015262	-0.14108356833457947	0.40175050497055054	0.047010138630867004	0.6253443532260327	0.5790652185096512	0.525662506636832	0.45639116	0.6123218	0.5989107	0.39949635	0.66215205	0.64364195	0.34423187	0.53972006	0.5804228	0.43053547	0.5074629	0.58332944	1
amitriptyline	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥3.0 for CYP2D6 and Intermediate Metabolizer for CYP2C19 with regards to taking amitriptyline? Give a 2-3 sentence summary.	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	['Proceed taking amitriptyline as normal. There is no recommendation.', 'Take amitriptyline with a reduced dose.', 'Take amitriptyline with an increased dose.']	Avoid amitriptyline. Take an alternate therapy.	For individuals who are classified as Ultrarapid Metabolizers (UM) for CYP2D6 and Intermediate Metabolizers (IM) for CYP2C19, special considerations are needed when prescribing amitriptyline. Due to the increased CYP2D6 enzyme activity, there may be an enhanced conversion of amitriptyline to its less active metabolites, potentially reducing the medication's effectiveness. Clinical guidance typically recommends adjusting the dose or considering alternative medications less dependent on CYP2D6 metabolism to achieve therapeutic efficacy.	-0.0768251	0.13698742	0.023595769	-0.16220163	0.35317922	0.042304255	-0.1906295120716095	0.4065341055393219	0.033429451286792755	0.7158642623046413	0.6247835630366286	0.6251237461049834	0.6210914	0.51106906	0.49309897	0.63612753	0.66200167	0.6560973	0.49730682	0.47799802	0.47582307	0.538509	0.57176375	0.55246913	0
amitriptyline	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Poor Metabolizer and activity score = 0.0 for CYP2D6 and Intermediate Metabolizer for CYP2C19 with regards to taking amitriptyline? Give a 2-3 sentence summary.	Avoid amitriptyline use. If a amitripyline is warranted, consider a 50% reduction of recommended starting dose. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	['Proceed taking amitriptyline as normal. There is no recommendation.', 'Take amitriptyline with a reduced dose.', 'Take amitriptyline with an increased dose.']	Avoid amitriptyline. Take an alternate therapy.	Amitriptyline is primarily metabolized by the CYP2D6 enzyme and to a lesser extent by CYP2C19. In individuals identified as poor metabolizers (PM) for CYP2D6 with an activity score of 0.0, amitriptyline may have significantly increased plasma concentration, leading to a higher risk of adverse effects and toxicity due to reduced metabolic clearance. Given this genetic profile, clinicians might consider using an alternative medication not predominantly metabolized by CYP2D6, or if amitriptyline is necessary, initiating treatment at a lower dose while carefully monitoring for side effects and therapeutic response.	0.03334291	0.28232962	0.14861329	-0.16055904	0.31641513	0.03221642	-0.17000116407871246	0.40312162041664124	0.051104217767715454	0.6652151468815221	0.5837579660729901	0.5770332912519857	0.5744506	0.53810704	0.50301754	0.6386075	0.6403174	0.6016876	0.5654007	0.56687844	0.53360116	0.5582865	0.6036815	0.570296	1
amitriptyline	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥4.0 for CYP2D6 and No Result for CYP2C19 with regards to taking amitriptyline? Give a 2-3 sentence summary.	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	['Proceed taking amitriptyline as normal. There is no recommendation.', 'Take amitriptyline with a reduced dose.', 'Take amitriptyline with an increased dose.']	Avoid amitriptyline. Take an alternate therapy.	For a patient who is classified as an ultrarapid metabolizer of CYP2D6 (activity score ≥4.0) and has no result for CYP2C19, caution is advised when prescribing amitriptyline. Being an ultrarapid metabolizer of CYP2D6 means the patient will break down amitriptyline more quickly than usual, potentially reducing the efficacy of standard dosages and increasing the risk of not achieving therapeutic plasma concentrations. Given these pharmacokinetic considerations, alternative medications that are not predominantly metabolized by CYP2D6 might be more suitable, or close monitoring and dosage adjustments of amitriptyline may be necessary based on clinical response and side effects.	0.12658665	0.2163848	0.1731844	-0.19857866	0.2697376	-0.0100112725	-0.2205868512392044	0.3280811905860901	-0.009416062384843826	0.663940654172395	0.6094614719644085	0.6011459451515491	0.70658374	0.5240613	0.56707555	0.629031	0.67129564	0.6533671	0.6539359	0.5656918	0.55981445	0.58837473	0.5548614	0.5179792	1
amitriptyline	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = 2.5 for CYP2D6 and Rapid Metabolizer for CYP2C19 with regards to taking amitriptyline? Give a 2-3 sentence summary.	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	['Proceed taking amitriptyline as normal. There is no recommendation.', 'Take amitriptyline with a reduced dose.', 'Take amitriptyline with an increased dose.']	Avoid amitriptyline. Take an alternate therapy.	For an individual who has an ultrarapid metabolizer phenotype for CYP2D6 with an activity score of 2.5 and is a rapid metabolizer for CYP2C19, clinical guidance when prescribing amitriptyline suggests caution. Amitriptyline is metabolized primarily by CYP2C19 and CYP2D6 enzymes. Given this genotypic profile, the individual may experience reduced efficacy of amitriptyline due to faster than normal metabolism, leading to lower plasma concentrations of the drug. Therefore, alternative medications not extensively metabolized by these enzymes might be considered, or careful monitoring and possible dose adjustments of amitriptyline may be required.	-0.09817622	0.1390373	0.011478219	-0.21211407	0.22670442	-0.033292476	-0.22715158760547638	0.31556421518325806	-0.017855308949947357	0.6517511307748992	0.580712599291103	0.589718203282467	0.63955885	0.56967175	0.5631953	0.6057817	0.64282966	0.6274333	0.5497853	0.566354	0.5590066	0.50700253	0.5588609	0.5172957	1
aspirin	G6PD	What would be the clinical guidance for someone who is Deficient for G6PD with regards to taking aspirin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status at standard doses	['Avoid aspirin. Take an alternate therapy.', 'Take aspirin with a reduced dose.', 'Take aspirin with an increased dose.']	Proceed taking aspirin as normal. There is no recommendation.	Individuals deficient in glucose-6-phosphate dehydrogenase (G6PD) are at increased risk of hemolytic anemia when exposed to certain substances, including aspirin. Clinical guidance generally advises that low-dose aspirin may be used cautiously under close medical supervision in G6PD-deficient individuals, particularly if there is a compelling indication for its use, such as cardiovascular disease prevention. However, high doses of aspirin should be avoided as they significantly increase the risk of precipitating hemolytic events in these individuals.	-0.12918161	0.12363654	-0.013698672	-0.31417748	-0.147243	-0.23407197	-0.2665710151195526	0.3235172629356384	-0.05056621879339218	0.658823531378769	0.46518127415504923	0.47121702046608693	0.571461	0.5106655	0.5087393	0.5466109	0.50973016	0.52526665	0.54814225	0.49510372	0.48150748	0.5791876	0.5563734	0.55821973	0
aspirin	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking aspirin? Give a 2-3 sentence summary.	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	['Avoid aspirin. Take an alternate therapy.', 'Take aspirin with a reduced dose.', 'Take aspirin with an increased dose.']	Proceed taking aspirin as normal. There is no recommendation.	For individuals with an indeterminate glucose-6-phosphate dehydrogenase (G6PD) status, caution is advised when prescribing medications like aspirin. G6PD deficiency can lead to hemolytic anemia, particularly when exposed to oxidative stress from certain drugs, infections, or other factors. While aspirin is generally considered safe at low doses, it can potentially induce oxidative stress, thus, it is recommended to use it cautiously and monitor for signs of hemolysis in patients with uncertain G6PD status.	-0.012158108	0.088665776	0.03981711	-0.28668603	-0.1554989	-0.22126488	-0.22648008167743683	0.3379349410533905	-0.02418852224946022	0.598309831131122	0.5026224780293381	0.5048644537460362	0.5574936	0.47196212	0.44900867	0.5924643	0.5107204	0.5159769	0.53768885	0.43675005	0.40189368	0.49399912	0.4776886	0.4853344	0
aspirin	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking aspirin? Give a 2-3 sentence summary.	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	['Avoid aspirin. Take an alternate therapy.', 'Take aspirin with a reduced dose.', 'Take aspirin with an increased dose.']	Proceed taking aspirin as normal. There is no recommendation.	Individuals deficient in glucose-6-phosphate dehydrogenase (G6PD), particularly those with chronic nonspherocytic hemolytic anemia (CNSHA), should exercise caution with aspirin use. Aspirin can induce oxidative stress in red blood cells, potentially leading to hemolysis in G6PD-deficient patients. Clinical guidance generally recommends avoiding high doses of aspirin or using alternative medications less likely to trigger hemolysis in these individuals.	0.01701945	0.28046435	0.13794559	-0.31171176	-0.15661764	-0.23640844	-0.22505299746990204	0.39119070768356323	0.004662496503442526	0.4517401279585079	0.45584896326010266	0.46880885829798774	0.5777911	0.5000762	0.50666624	0.58589476	0.50422806	0.53144586	0.51718575	0.45249236	0.4903723	0.5460367	0.52194613	0.54751235	0
aspirin	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking aspirin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	['Avoid aspirin. Take an alternate therapy.', 'Take aspirin with a reduced dose.', 'Take aspirin with an increased dose.']	Proceed taking aspirin as normal. There is no recommendation.	Glucose-6-phosphate dehydrogenase (G6PD) deficiency is a genetic disorder affecting red blood cells, leading to increased risks of hemolytic anemia under certain stressors, including some medications. For individuals who are normal (not deficient) for G6PD, there are no specific contraindications or additional risks associated with taking aspirin based on their G6D status alone. Thus, the usual considerations and guidelines for aspirin use apply, such as its indications, potential gastrointestinal side effects, and risks of bleeding.	-0.2152859	0.2620986	-0.02464055	-0.2824592	0.09529488	-0.12564622	-0.3067797124385834	0.23334623873233795	-0.11724162846803665	0.6915559188221962	0.4365484899020142	0.3847098885996098	0.49946016	0.36810684	0.32292572	0.42988443	0.5400855	0.54501885	0.46685776	0.40906477	0.39479762	0.55107164	0.52948755	0.46402755	1
atazanavir	UGT1A1	What would be the clinical guidance for someone who is Normal Metabolizer for UGT1A1 with regards to taking atazanavir? Give a 2-3 sentence summary.	There is no need to avoid prescribing of atazanavir based on UGT1A1 genetic test result. Inform the patient that some patients stop atazanavir because of jaundice (yellow eyes and skin), but that this patient's genotype makes this unlikely (less than about a 1 in 20 chance of stopping atazanavir because of jaundice).	['Avoid atazanavir. Take an alternate therapy.', 'Take atazanavir with a reduced dose.', 'Take atazanavir with an increased dose.']	Proceed taking atazanavir as normal. There is no recommendation.	For individuals identified as normal metabolizers of the UGT1A1 enzyme, the standard dosing of atazanavir is generally recommended. This is because normal metabolizers have typical UGT1A1 enzyme activity, which is key for the glucuronidation and subsequent elimination of atazanavir. Therefore, these individuals are likely to process atazanavir at a normal rate, minimizing the risk of unusual side effects related to altered drug metabolism.	0.10867084	0.1605097	0.13750389	-0.10066642	0.114752695	0.00026817006	-0.12983515858650208	0.37884441018104553	0.0740155503153801	0.7268844631806062	0.6309717569869145	0.6019512736163409	0.6148791	0.47982904	0.5325462	0.72097164	0.6744487	0.63982314	0.62488735	0.53599215	0.5116062	0.5734151	0.58027494	0.5509549	1
atazanavir	UGT1A1	What would be the clinical guidance for someone who is Poor Metabolizer for UGT1A1 with regards to taking atazanavir? Give a 2-3 sentence summary.	Consider an alternative agent particularly where jaundice would be of concern to the patient. If atazanavir is to be prescribed, there is a high likelihood of developing jaundice that will result in atazanavir discontinuation (at least 20% and as high as 60%).	['Proceed taking atazanavir as normal. There is no recommendation.', 'Take atazanavir with a reduced dose.', 'Take atazanavir with an increased dose.']	Avoid atazanavir. Take an alternate therapy.	Individuals who are poor metabolizers due to UGT1A1 polymorphisms may experience higher plasma levels of atazanavir, thus increasing the risk of side effects such as hyperbilirubinemia. Clinical guidance typically recommends close monitoring for signs of toxicity and considering dose adjustments based on tolerance and response. It is crucial to assess individual risk factors and alternative therapies or regimens might also need to be considered based on the patient’s overall profile and response to the medication.	0.0913037	0.17670277	0.13596149	-0.10287833	0.3836448	0.095077835	-0.10112644731998444	0.5082111358642578	0.13407544791698456	0.7064758228393959	0.6072758118984959	0.6280836764220799	0.66406876	0.53235173	0.5432418	0.6435798	0.62577003	0.56349325	0.5841855	0.5310029	0.4631482	0.65506804	0.6268628	0.6823736	0
atazanavir	UGT1A1	What would be the clinical guidance for someone who is Indeterminate for UGT1A1 with regards to taking atazanavir? Give a 2-3 sentence summary.	No recommendation	['Avoid atazanavir. Take an alternate therapy.', 'Take atazanavir with a reduced dose.', 'Take atazanavir with an increased dose.']	Proceed taking atazanavir as normal. There is no recommendation.	In individuals with an indeterminate UGT1A1 genotype, the clinical implications for administering atazanavir are not clearly defined due to insufficient data. However, given that UGT1A1 is involved in the glucuronidation and metabolism of atazanavir, healthcare providers should monitor for signs of hyperbilirubinemia and other side effects more closely in these patients. It may be prudent to adjust the dose or consider alternative therapies based on the patient’s clinical response and tolerance to the medication.	-0.5505773	-0.3588558	-0.4638102	-0.1189963	0.1346342	-0.0030978434	-0.10177222639322281	0.4526868760585785	0.10311200469732285	0.20277761742064962	0.5685943916676615	0.6110019029962808	0.1374068	0.5103307	0.5357067	0.047578625	0.5810943	0.64857835	-0.054156475	0.40470687	0.4903776	0.25345314	0.47246405	0.5437271	0
atazanavir	UGT1A1	What would be the clinical guidance for someone who is Intermediate Metabolizer for UGT1A1 with regards to taking atazanavir? Give a 2-3 sentence summary.	There is no need to avoid prescribing of atazanavir based on UGT1A1 genetic test result. Inform the patient that some patients stop atazanavir because of jaundice (yellow eyes and skin), but that this patient's genotype makes this unlikely (less than about a 1 in 20 chance of stopping atazanavir because of jaundice).	['Avoid atazanavir. Take an alternate therapy.', 'Take atazanavir with a reduced dose.', 'Take atazanavir with an increased dose.']	Proceed taking atazanavir as normal. There is no recommendation.	Individuals identified as Intermediate Metabolizers (IM) of UGT1A1 may have reduced glucuronidation activity, which affects the metabolism of certain drugs, including atazanavir, a medication used to treat HIV. For atazanavir, which relies on UGT1A1 for its metabolism and is known to increase bilirubin levels, the presence of an IM phenotype could lead to an increased risk of hyperbilirubinemia. Thus, clinical guidance generally recommends close monitoring of bilirubin levels and liver function in these patients, and adjustments to atazanavir dosage may be considered based on tolerability and clinical response.	0.066475324	0.15808427	0.114065066	-0.2046101	-0.03582206	-0.12321787	-0.19947446882724762	0.34445393085479736	0.010052813217043877	0.7345364937340799	0.5029774966694115	0.5770055706644811	0.5905433	0.39033827	0.48454478	0.6355222	0.4049633	0.44533664	0.5650743	0.3854563	0.4389398	0.67859524	0.46115	0.6322046	0
