drug	genes	mode	question	answer	llm_answer	llm_genes	precision	recall
capecitabine	DPYD	clinician	I want to give my patient capecitabine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	DPYD	DPYD; TYMS; MTHFR; CDA	['DPYD', 'TYMS', 'MTHFR', 'CDA']	0.25	1.0
capecitabine	DPYD	researcher	What genes have actionable pharmacogenetic guidelines for capecitabine? Please respond with nothing but a list of gene symbols delimited by ';'.	DPYD	DPYD; TYMS	['DPYD', 'TYMS']	0.5	1.0
carbamazepine	HLA-A;HLA-B	clinician	I want to give my patient carbamazepine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	HLA-A;HLA-B	HLA-A; HLA-B; CYP3A4; CYP3A5	['HLA-A', 'HLA-B', 'CYP3A4', 'CYP3A5']	0.5	1.0
carbamazepine	HLA-A;HLA-B	researcher	What genes have actionable pharmacogenetic guidelines for carbamazepine? Please respond with nothing but a list of gene symbols delimited by ';'.	HLA-A;HLA-B	HLA-A; HLA-B	['HLA-A', 'HLA-B']	1.0	1.0
celecoxib	CYP2C9	clinician	I want to give my patient celecoxib. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	PTGS2; CYP2C9; CYP2C8; SLCO1B1	['PTGS2', 'CYP2C9', 'CYP2C8', 'SLCO1B1']	0.25	1.0
celecoxib	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for celecoxib? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9; CYP2C8	['CYP2C9', 'CYP2C8']	0.5	1.0
citalopram	CYP2C19	clinician	I want to give my patient citalopram. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP2D6; SLC6A4; HTR2A	['CYP2C19', 'CYP2D6', 'SLC6A4', 'HTR2A']	0.25	1.0
citalopram	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for citalopram? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP2D6	['CYP2C19', 'CYP2D6']	0.5	1.0
clopidogrel	CYP2C19	clinician	I want to give my patient clopidogrel. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP3A5; ABCB1; PON1	['CYP2C19', 'CYP3A5', 'ABCB1', 'PON1']	0.25	1.0
clopidogrel	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for clopidogrel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP3A4; CYP3A5; ABCB1; P2RY12; P2RY1	['CYP2C19', 'CYP3A4', 'CYP3A5', 'ABCB1', 'P2RY12', 'P2RY1']	0.16666666666666666	1.0
codeine	CYP2D6	clinician	I want to give my patient codeine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP3A4; CYP3A5; OPRM1; ABCB1	['CYP2D6', 'CYP3A4', 'CYP3A5', 'OPRM1', 'ABCB1']	0.2	1.0
codeine	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for codeine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP3A4; CYP3A5; UGT2B7	['CYP2D6', 'CYP3A4', 'CYP3A5', 'UGT2B7']	0.25	1.0
dapsone	G6PD	clinician	I want to give my patient dapsone. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	NAT1; NAT2; G6PD; HLA-B	['NAT1', 'NAT2', 'G6PD', 'HLA-B']	0.25	1.0
dapsone	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for dapsone? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD;	['G6PD', '']	0.5	1.0
desflurane	RYR1;CACNA1S	clinician	I want to give my patient desflurane. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	CYP2E1;	['CYP2E1', '']	0.0	0.0
desflurane	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for desflurane? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;	['RYR1', '']	0.5	0.5
dibekacin	MT-RNR1	clinician	I want to give my patient dibekacin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	GRIN2A;GRIN2B;GRIK1	['GRIN2A', 'GRIN2B', 'GRIK1']	0.0	0.0
dibekacin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for dibekacin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	There are no genes with actionable pharmacogenetic guidelines for dibekacin. Dibekacin is an aminoglycoside antibiotic, and while aminoglycosides are known to have pharmacogenetic associations, there are no established guidelines specifically for dibekacin.	['There are no genes with actionable pharmacogenetic guidelines for dibekacin. Dibekacin is an aminoglycoside antibiotic, and while aminoglycosides are known to have pharmacogenetic associations, there are no established guidelines specifically for dibekacin.']	0.0	0.0
efavirenz	CYP2B6	clinician	I want to give my patient efavirenz. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6	CYP2A6; CYP2B6; CYP3A4; CYP3A5; NR1I2	['CYP2A6', 'CYP2B6', 'CYP3A4', 'CYP3A5', 'NR1I2']	0.2	1.0
efavirenz	CYP2B6	researcher	What genes have actionable pharmacogenetic guidelines for efavirenz? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6	CYP2B6; CYP2A6	['CYP2B6', 'CYP2A6']	0.5	1.0
enflurane	RYR1;CACNA1S	clinician	I want to give my patient enflurane. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	CYP2E1;	['CYP2E1', '']	0.0	0.0
enflurane	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for enflurane? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;	['RYR1', '']	0.5	0.5
escitalopram	CYP2C19	clinician	I want to give my patient escitalopram. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP2D6; CYP3A4; SLC6A4; HTR2A	['CYP2C19', 'CYP2D6', 'CYP3A4', 'SLC6A4', 'HTR2A']	0.2	1.0
escitalopram	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for escitalopram? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP3A4; CYP3A5; ABCB1; SLCO1B1; HTR2A	['CYP2C19', 'CYP3A4', 'CYP3A5', 'ABCB1', 'SLCO1B1', 'HTR2A']	0.16666666666666666	1.0
fluorouracil	DPYD	clinician	I want to give my patient fluorouracil. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	DPYD	DPYD; TYMS; MTHFR	['DPYD', 'TYMS', 'MTHFR']	0.3333333333333333	1.0
fluorouracil	DPYD	researcher	What genes have actionable pharmacogenetic guidelines for fluorouracil? Please respond with nothing but a list of gene symbols delimited by ';'.	DPYD	DPYD; TYMS	['DPYD', 'TYMS']	0.5	1.0
flurbiprofen	CYP2C9	clinician	I want to give my patient flurbiprofen. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9; CYP2C8	['CYP2C9', 'CYP2C8']	0.5	1.0
flurbiprofen	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for flurbiprofen? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
fluvastatin	SLCO1B1;CYP2C9	clinician	I want to give my patient fluvastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1;CYP2C9	SLCO1B1; ABCG2	['SLCO1B1', 'ABCG2']	0.5	0.5
fluvastatin	SLCO1B1;CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for fluvastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1;CYP2C9	SLCO1B1	['SLCO1B1']	1.0	0.5
fosphenytoin	CYP2C9;HLA-B	clinician	I want to give my patient fosphenytoin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;HLA-B	CYP2C9; CYP2C19; SCN1A	['CYP2C9', 'CYP2C19', 'SCN1A']	0.3333333333333333	0.5
fosphenytoin	CYP2C9;HLA-B	researcher	What genes have actionable pharmacogenetic guidelines for fosphenytoin? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;HLA-B	CYP2C9; CYP2C19	['CYP2C9', 'CYP2C19']	0.5	0.5
gentamicin	MT-RNR1	clinician	I want to give my patient gentamicin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1;	['MT-RNR1', '']	0.5	1.0
gentamicin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for gentamicin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	Here is the list of genes with actionable pharmacogenetic guidelines for gentamicin:    MT-RNR1	['Here is the list of genes with actionable pharmacogenetic guidelines for gentamicin:    MT-RNR1']	0.0	0.0
halothane	RYR1;CACNA1S	clinician	I want to give my patient halothane. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1; CYP2E1;	['RYR1', 'CYP2E1', '']	0.3333333333333333	0.5
halothane	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for halothane? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;	['RYR1', '']	0.5	0.5
ibuprofen	CYP2C9	clinician	I want to give my patient ibuprofen. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	PTGS1;PTGS2;COMT;SLCO1B1;CYP2C9;CEP1A2	['PTGS1', 'PTGS2', 'COMT', 'SLCO1B1', 'CYP2C9', 'CEP1A2']	0.16666666666666666	1.0
ibuprofen	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for ibuprofen? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	SLCO1B1; CYP2C9	['SLCO1B1', 'CYP2C9']	0.5	1.0
irinotecan	UGT1A1	clinician	I want to give my patient irinotecan. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	UGT1A1	UGT1A1; ABCB1; ABCG2; SLCO1B1; CYP3A4; CYP3A5	['UGT1A1', 'ABCB1', 'ABCG2', 'SLCO1B1', 'CYP3A4', 'CYP3A5']	0.16666666666666666	1.0
irinotecan	UGT1A1	researcher	What genes have actionable pharmacogenetic guidelines for irinotecan? Please respond with nothing but a list of gene symbols delimited by ';'.	UGT1A1	UGT1A1; DPYD; SLCO1B1	['UGT1A1', 'DPYD', 'SLCO1B1']	0.3333333333333333	1.0
isoflurane	RYR1;CACNA1S	clinician	I want to give my patient isoflurane. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	CYP2E1; POR; GSTP1	['CYP2E1', 'POR', 'GSTP1']	0.0	0.0
isoflurane	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for isoflurane? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	Here is the list of gene symbols with actionable pharmacogenetic guidelines for isoflurane:    RYR1;     (Note: There is only one gene with actionable pharmacogenetic guidelines for isoflurane, which is RYR1. Malignant hyperthermia susceptibility is associated with genetic variants in RYR1, and isoflurane is a trigger for this condition.)	['Here is the list of gene symbols with actionable pharmacogenetic guidelines for isoflurane:    RYR1', '(Note: There is only one gene with actionable pharmacogenetic guidelines for isoflurane, which is RYR1. Malignant hyperthermia susceptibility is associated with genetic variants in RYR1, and isoflurane is a trigger for this condition.)']	0.0	0.0
ivacaftor	CFTR	clinician	I want to give my patient ivacaftor. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CFTR	CFTR; ABCB1	['CFTR', 'ABCB1']	0.5	1.0
ivacaftor	CFTR	researcher	What genes have actionable pharmacogenetic guidelines for ivacaftor? Please respond with nothing but a list of gene symbols delimited by ';'.	CFTR	CFTR.	['CFTR.']	0.0	0.0
kanamycin	MT-RNR1	clinician	I want to give my patient kanamycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	There is no established pharmacogenetic association with kanamycin treatment. Kanamycin is an aminoglycoside antibiotic that can cause ototoxicity and nephrotoxicity, but there are no specific genetic markers that have been consistently associated with these adverse effects. However, some studies suggest that genetic variations in the mitochondrial genome, particularly in the MT-RNR1 gene, may contribute to aminoglycoside-induced ototoxicity.     MT-RNR1;	['There is no established pharmacogenetic association with kanamycin treatment. Kanamycin is an aminoglycoside antibiotic that can cause ototoxicity and nephrotoxicity, but there are no specific genetic markers that have been consistently associated with these adverse effects. However, some studies suggest that genetic variations in the mitochondrial genome, particularly in the MT-RNR1 gene, may contribute to aminoglycoside-induced ototoxicity.     MT-RNR1', '']	0.0	0.0
kanamycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for kanamycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	There are no actionable pharmacogenetic guidelines for kanamycin. Kanamycin is an aminoglycoside antibiotic that is rarely used in modern clinical practice due to its toxicity and the availability of alternative antibiotics. As a result, there are no established pharmacogenetic guidelines for kanamycin.    However, if you're interested in the genes associated with aminoglycoside-induced ototoxicity or nephrotoxicity, here is a list of gene symbols:    MT-RNR1;_slc22a2;	"[""There are no actionable pharmacogenetic guidelines for kanamycin. Kanamycin is an aminoglycoside antibiotic that is rarely used in modern clinical practice due to its toxicity and the availability of alternative antibiotics. As a result, there are no established pharmacogenetic guidelines for kanamycin.    However, if you're interested in the genes associated with aminoglycoside-induced ototoxicity or nephrotoxicity, here is a list of gene symbols:    MT-RNR1"", '_slc22a2', '']"	0.0	0.0
lansoprazole	CYP2C19	clinician	I want to give my patient lansoprazole. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP3A4	['CYP2C19', 'CYP3A4']	0.5	1.0
lansoprazole	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for lansoprazole? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP3A4; CYP3A5	['CYP2C19', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
lornoxicam	CYP2C9	clinician	I want to give my patient lornoxicam. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9; CYP3A4; CYP3A5	['CYP2C9', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
lornoxicam	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for lornoxicam? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;	['CYP2C9', '']	0.5	1.0
lovastatin	SLCO1B1	clinician	I want to give my patient lovastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1; ABCG2	['SLCO1B1', 'ABCG2']	0.5	1.0
lovastatin	SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for lovastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1; CYP3A4; CYP3A5	['SLCO1B1', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
meloxicam	CYP2C9	clinician	I want to give my patient meloxicam. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9; CYP3A4; SLCO1B1	['CYP2C9', 'CYP3A4', 'SLCO1B1']	0.3333333333333333	1.0
meloxicam	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for meloxicam? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	SLCO1B1; CYP2C9	['SLCO1B1', 'CYP2C9']	0.5	1.0
mercaptopurine	NUDT15;TPMT	clinician	I want to give my patient mercaptopurine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	NUDT15;TPMT	TPMT; ITPA; NUDT15	['TPMT', 'ITPA', 'NUDT15']	0.6666666666666666	1.0
mercaptopurine	NUDT15;TPMT	researcher	What genes have actionable pharmacogenetic guidelines for mercaptopurine? Please respond with nothing but a list of gene symbols delimited by ';'.	NUDT15;TPMT	TPMT; NUDT15; ITPA	['TPMT', 'NUDT15', 'ITPA']	0.6666666666666666	1.0
methoxyflurane	RYR1;CACNA1S	clinician	I want to give my patient methoxyflurane. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	CYP2E1;	['CYP2E1', '']	0.0	0.0
methoxyflurane	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for methoxyflurane? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	CYP2E1	['CYP2E1']	0.0	0.0
methylene blue	G6PD	clinician	I want to give my patient methylene blue. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	GSTP1;NAT2;CYP2C19;GYG1	['GSTP1', 'NAT2', 'CYP2C19', 'GYG1']	0.0	0.0
methylene blue	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for methylene blue? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD;	['G6PD', '']	0.5	1.0
neomycin	MT-RNR1	clinician	I want to give my patient neomycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	There is no established pharmacogenetic association with neomycin. Neomycin is an aminoglycoside antibiotic that is not metabolized by the liver and is primarily excreted by the kidneys. However, if you're looking to include genes related to aminoglycoside-induced ototoxicity or nephrotoxicity, here is a list of gene symbols:    MT-RNR1; KCNJ11; SLC22A2; GSTM1; GSTP1	"[""There is no established pharmacogenetic association with neomycin. Neomycin is an aminoglycoside antibiotic that is not metabolized by the liver and is primarily excreted by the kidneys. However, if you're looking to include genes related to aminoglycoside-induced ototoxicity or nephrotoxicity, here is a list of gene symbols:    MT-RNR1"", 'KCNJ11', 'SLC22A2', 'GSTM1', 'GSTP1']"	0.0	0.0
neomycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for neomycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1	['MT-RNR1']	1.0	1.0
netilmicin	MT-RNR1	clinician	I want to give my patient netilmicin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	Here is the list of gene symbols relevant for netilmicin pharmacogenetics:    SLC22A2; SLC47A1; ABCB1; ABCC2	['Here is the list of gene symbols relevant for netilmicin pharmacogenetics:    SLC22A2', 'SLC47A1', 'ABCB1', 'ABCC2']	0.0	0.0
netilmicin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for netilmicin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	There are no genes with actionable pharmacogenetic guidelines for netilmicin.	['There are no genes with actionable pharmacogenetic guidelines for netilmicin.']	0.0	0.0
nitrofurantoin	G6PD	clinician	I want to give my patient nitrofurantoin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	SLCO1B1;UGT1A1;NAT2;G6PD	['SLCO1B1', 'UGT1A1', 'NAT2', 'G6PD']	0.25	1.0
nitrofurantoin	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for nitrofurantoin? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD;	['G6PD', '']	0.5	1.0
nortriptyline	CYP2D6	clinician	I want to give my patient nortriptyline. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2C19; CYP2D6; SLC22A2; ABCB1	['CYP2C19', 'CYP2D6', 'SLC22A2', 'ABCB1']	0.25	1.0
nortriptyline	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for nortriptyline? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
omeprazole	CYP2C19	clinician	I want to give my patient omeprazole. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP3A4; CYP3A5	['CYP2C19', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
omeprazole	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for omeprazole? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP3A4; CYP3A5	['CYP2C19', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
ondansetron	CYP2D6	clinician	I want to give my patient ondansetron. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP3A4; CYP3A5	['CYP2D6', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
ondansetron	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for ondansetron? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP3A4; CYP3A5	['CYP2D6', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
oxcarbazepine	HLA-B	clinician	I want to give my patient oxcarbazepine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	HLA-B	CYP3A4; CYP3A5; HLA-A; HLA-B	['CYP3A4', 'CYP3A5', 'HLA-A', 'HLA-B']	0.25	1.0
oxcarbazepine	HLA-B	researcher	What genes have actionable pharmacogenetic guidelines for oxcarbazepine? Please respond with nothing but a list of gene symbols delimited by ';'.	HLA-B	HLA-A; HLA-B	['HLA-A', 'HLA-B']	0.5	1.0
pantoprazole	CYP2C19	clinician	I want to give my patient pantoprazole. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP3A4; CYP3A5	['CYP2C19', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
pantoprazole	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for pantoprazole? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
paromomycin	MT-RNR1	clinician	I want to give my patient paromomycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	SLC22A1; SLC22A2; ABCB1	['SLC22A1', 'SLC22A2', 'ABCB1']	0.0	0.0
