drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	bert_score_precision_llm_vs_discordant	bert_score_recall_llm_vs_discordant	bert_score_f1_llm_vs_discordant	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_discordant	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_discordant	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_discordant	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_discordant	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_discordant	gpt4_llm_vs_ref
dapsone	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking dapsone? Give a 2-3 sentence summary.	Avoid use	['Proceed taking dapsone as normal. There is no recommendation.', 'Take dapsone with a reduced dose.', 'Take dapsone with an increased dose.']	Avoid dapsone. Take an alternate therapy.	According to clinical guidelines, individuals with glucose-6-phosphate dehydrogenase (G6PD) deficiency, particularly those with Class I (Severe) or Class II (Moderate) deficiency, should avoid taking dapsone due to the increased risk of hemolytic anemia. This is because dapsone can trigger oxidative stress, exacerbating the G6PD deficiency and leading to severe hemolysis. As a result, alternative medications should be considered, and close monitoring of hemoglobin levels and clinical status is crucial if dapsone is deemed necessary.	-0.2761228	0.08780787	-0.122400425	-0.08346085	0.3941533	0.11405455	tensor(-0.0779)	tensor(0.3169)	tensor(0.0627)	0.21832440876035658	0.6303304285065726	0.29397114268302765	0.31591916	0.5772831	0.35577685	0.1537428	0.63126427	0.26590234	0.16420197	0.47378567	0.26635018	0.44904938	0.636861	0.51896954	1
dapsone	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking dapsone? Give a 2-3 sentence summary.	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	['Avoid dapsone. Take an alternate therapy.', 'Take dapsone with a reduced dose.', 'Take dapsone with an increased dose.']	Proceed taking dapsone as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with an indeterminate G6PD status should be managed as if they have G6PD deficiency. Therefore, dapsone should be used with caution and close monitoring for hemolytic anemia, and alternative treatments should be considered if possible. Additionally, a G6PD activity assay may be ordered to help clarify the individual's G6PD status.	0.18991561	0.3577063	0.2709939	-0.04130691	0.25752586	0.09294588	tensor(-0.0462)	tensor(0.4439)	tensor(0.1566)	0.7201867854938357	0.5932175310182294	0.3441258186006137	0.6130855	0.5696352	0.3123187	0.6455285	0.62416047	0.31147724	0.7262016	0.40434584	0.20376977	0.61089414	0.53969246	0.43416855	0
dapsone	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking dapsone? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	['Avoid dapsone. Take an alternate therapy.', 'Take dapsone with a reduced dose.', 'Take dapsone with an increased dose.']	Proceed taking dapsone as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with normal G6PD activity (G6PD normal) can take dapsone without specific precautions or dose adjustments, as they are not at increased risk of hemolytic anemia. However, it is still recommended to monitor for signs and symptoms of hemolytic anemia, such as dark urine, fatigue, and jaundice, especially in the first few weeks of treatment. In addition, patients should be educated about the risks and benefits of dapsone therapy and instructed to report any adverse effects promptly.	-0.14844187	0.19912642	0.0024456626	-0.081612416	0.2920991	0.07999622	tensor(-0.1059)	tensor(0.3439)	tensor(0.0769)	0.6102485210713318	0.6869423401357022	0.36059165435853874	0.51309305	0.67629665	0.27750307	0.41507962	0.7031157	0.21654668	0.43603837	0.54088014	0.14750078	0.5406137	0.5705667	0.37921315	0
dapsone	G6PD	What would be the clinical guidance for someone who is Deficient for G6PD with regards to taking dapsone? Give a 2-3 sentence summary.	Avoid use	['Proceed taking dapsone as normal. There is no recommendation.', 'Take dapsone with a reduced dose.', 'Take dapsone with an increased dose.']	Avoid dapsone. Take an alternate therapy.	According to clinical guidelines, individuals with glucose-6-phosphate dehydrogenase (G6PD) deficiency should avoid taking dapsone, a sulfone antibiotic, due to the increased risk of hemolytic anemia. Dapsone is contraindicated in G6PD-deficient patients, as it can cause oxidative stress and exacerbate the underlying enzyme deficiency, leading to severe hemolysis. Alternative antibiotics should be considered, and G6PD testing is recommended prior to initiating dapsone therapy.	-0.26998878	0.05571116	-0.12939757	-0.021329878	0.39290515	0.15600583	tensor(-0.0242)	tensor(0.2975)	tensor(0.1015)	0.22426025858636095	0.6243320229950594	0.29397114268302765	0.3188345	0.5785756	0.35577685	0.15805307	0.60884696	0.26590234	0.15044475	0.44557315	0.26635018	0.41929305	0.60077	0.51896954	1
desflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is Uncertain Susceptibility for RYR1 and No Result for CACNA1S with regards to taking desflurane? Give a 2-3 sentence summary.	No CACNA1S genotype is available. Based on RYR1 status, clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants.	['Avoid desflurane. Take an alternate therapy.', 'Take desflurane with a reduced dose.', 'Take desflurane with an increased dose.']	Proceed taking desflurane as normal. There is no recommendation.	Based on the pharmacogenomics results, individuals with Uncertain Susceptibility for RYR1 and No Result for CACNA1S may be at increased risk for malignant hyperthermia (MH) when exposed to desflurane, a volatile anesthetic. Clinical guidance recommends that these individuals should be closely monitored for signs of MH during anesthesia, and alternative anesthetics may be considered. Additionally, a thorough medical history and family history of MH-like events should be taken into account when making anesthetic decisions.	0.1304534	0.30041087	0.21243969	-0.09733244	0.21722421	0.04221479	tensor(-0.1148)	tensor(0.3089)	tensor(0.0636)	0.6463403416728923	0.5546950836490859	0.390436768457001	0.65050536	0.4084195	0.38977265	0.6844074	0.41762704	0.30585182	0.5338257	0.46314284	0.29088077	0.68097466	0.5494915	0.37354237	1
desflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is Malignant Hyperthermia Susceptibility for RYR1 and No Result for CACNA1S with regards to taking desflurane? Give a 2-3 sentence summary.	Based on RYR1 status, halogenated volatile anesthetics or the depolarizing muscle relaxant succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS.	['Proceed taking desflurane as normal. There is no recommendation.', 'Take desflurane with a reduced dose.', 'Take desflurane with an increased dose.']	Avoid desflurane. Take an alternate therapy.	According to the Pharmacogenomics Knowledgebase (PharmGKB), individuals who are malignant hyperthermia susceptible (MHS) due to a mutation in the RYR1 gene are at risk of developing malignant hyperthermia (MH) when exposed to certain anesthetics, including desflurane. However, the absence of a result for CACNA1S does not affect this risk assessment, as CACNA1S is not a primary genetic determinant of MH susceptibility. Therefore, clinicians should exercise caution and consider alternative anesthetics or take precautions to monitor for MH when administering desflurane to individuals with RYR1-associated MHS.	0.18935905	0.22594024	0.20973535	-0.16172476	0.29158467	0.025295844	tensor(-0.1465)	tensor(0.2198)	tensor(0.0028)	0.7275691962226811	0.48130265603203604	0.4317797302234162	0.71849227	0.4602561	0.5230363	0.7298356	0.46261597	0.37056965	0.742833	0.4526339	0.40256345	0.6519222	0.44345182	0.541851	1
desflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is Malignant Hyperthermia Susceptibility for RYR1 and Uncertain Susceptibility for CACNA1S with regards to taking desflurane? Give a 2-3 sentence summary.	Halogenated volatile anesthetics or the depolarizing muscle relaxant succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS.	['Proceed taking desflurane as normal. There is no recommendation.', 'Take desflurane with a reduced dose.', 'Take desflurane with an increased dose.']	Avoid desflurane. Take an alternate therapy.	Based on the Pharmacogenomics Knowledgebase (PharmGKB), individuals with Malignant Hyperthermia Susceptibility (MHS) due to RYR1 mutations are at increased risk of malignant hyperthermia (MH) when exposed to certain anesthetics, including desflurane. As desflurane is a known MH trigger, it is recommended to avoid its use in individuals with MHS. Additionally, the uncertain susceptibility for CACNA1S may further increase the risk of MH, and alternative anesthetics should be considered to minimize the risk of this life-threatening event.	0.22198991	0.27253637	0.24902065	-0.1226199	0.2952485	0.053610764	tensor(-0.1059)	tensor(0.2352)	tensor(0.0309)	0.7275246885909759	0.5028310921827406	0.419364478183047	0.62865406	0.45546925	0.5072	0.65571284	0.47030184	0.3943191	0.7136126	0.4503067	0.4080393	0.66470635	0.54502606	0.5519968	1
desflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is No Result for RYR1 and Uncertain Susceptibility for CACNA1S with regards to taking desflurane? Give a 2-3 sentence summary.	No RYR1 genotype is available. Based on CACNA1S status, clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants.	['Avoid desflurane. Take an alternate therapy.', 'Take desflurane with a reduced dose.', 'Take desflurane with an increased dose.']	Proceed taking desflurane as normal. There is no recommendation.	"Based on the pharmacogenomics results, there is no specific clinical guidance for desflurane use related to the RYR1 ""No Result"" genotype. However, the ""Uncertain Susceptibility"" genotype for CACNA1S may indicate a potential increased risk of malignant hyperthermia (MH) in response to desflurane, a known MH-triggering agent. As a precaution, clinicians may consider alternative anesthetics or closely monitor the patient for signs of MH during desflurane administration."	0.1145096	0.27394274	0.1918583	-0.029587785	0.31002602	0.12035073	tensor(-0.0632)	tensor(0.2984)	tensor(0.0944)	0.6891915131510193	0.6126138326173031	0.403769364440083	0.7587139	0.52657557	0.37993827	0.7373736	0.48966795	0.3032765	0.5905873	0.50480705	0.33309272	0.76745975	0.5122198	0.3783121	0
desipramine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥3.5 for CYP2D6 with regards to taking desipramine? Give a 2-3 sentence summary.	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking desipramine as normal. There is no recommendation.', 'Take desipramine with a reduced dose.', 'Take desipramine with an increased dose.']	Avoid desipramine. Take an alternate therapy.	For an individual who is an ultrarapid metabolizer (UM) of CYP2D6 with an activity score ≥3.5, clinical guidance suggests exercising caution when prescribing desipramine, a tricyclic antidepressant that is primarily metabolized by CYP2D6. Due to the increased metabolic activity, desipramine may be metabolized too quickly, leading to reduced efficacy or increased risk of adverse effects. Consider alternative medications or close monitoring of therapeutic response and potential side effects, with possible dose adjustments, to ensure safe and effective treatment.	0.19392239	0.26706037	0.23178479	-0.09598286	0.4661032	0.12818596	tensor(-0.1082)	tensor(0.4148)	tensor(0.1033)	0.6821481592476908	0.6465805696783798	0.5463523755692661	0.6652384	0.54454297	0.47636613	0.631771	0.5705545	0.40268764	0.64524025	0.6430587	0.44125998	0.6197091	0.57681465	0.41513193	0
desipramine	CYP2D6	What would be the clinical guidance for someone who is Normal Metabolizer and activity score = 1.75 for CYP2D6 with regards to taking desipramine? Give a 2-3 sentence summary.	Initiate therapy with recommended starting dose	['Avoid desipramine. Take an alternate therapy.', 'Take desipramine with a reduced dose.', 'Take desipramine with an increased dose.']	Proceed taking desipramine as normal. There is no recommendation.	Based on the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, a patient with a Normal Metabolizer phenotype and an activity score of 1.75 for CYP2D6 is expected to have normal enzyme activity. For desipramine, a tricyclic antidepressant primarily metabolized by CYP2D6, the recommended dosage is typically not adjusted for Normal Metabolizers. However, close monitoring of therapeutic response and adverse effects is still warranted, as desipramine has a narrow therapeutic index and individual variability in response may occur.	-0.2315999	0.09637603	-0.089394495	-0.090557225	0.26862076	0.06561952	tensor(-0.1053)	tensor(0.3410)	tensor(0.0736)	0.4460111307395822	0.6422979058674005	0.5051425573422825	0.26338512	0.43839502	0.354074	0.27583957	0.51792645	0.27297944	0.34441268	0.5478874	0.38281348	0.3934473	0.6069838	0.5717378	1
desipramine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = 2.75 for CYP2D6 with regards to taking desipramine? Give a 2-3 sentence summary.	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking desipramine as normal. There is no recommendation.', 'Take desipramine with a reduced dose.', 'Take desipramine with an increased dose.']	Avoid desipramine. Take an alternate therapy.	Based on the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, an individual who is an ultrarapid metabolizer (UM) of CYP2D6 with an activity score of 2.75 should be advised to reduce the initial dose of desipramine by 50-75% and titrate cautiously to minimize the risk of inadequate response or toxicity. This is because UMs are at risk of rapid metabolism of desipramine, leading to reduced efficacy, and may require higher than usual doses to achieve therapeutic concentrations. Close monitoring of response and adverse effects is also recommended.	0.059130967	0.18761666	0.12270325	-0.13023895	0.29537374	0.048438977	tensor(-0.1416)	tensor(0.3495)	tensor(0.0542)	0.6253393348639468	0.6073158203164513	0.5463523755692661	0.6955331	0.5495712	0.47636613	0.67527455	0.55747277	0.40268764	0.6253717	0.5625413	0.44125998	0.5871806	0.5309898	0.41513193	0
desipramine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥6.0 for CYP2D6 with regards to taking desipramine? Give a 2-3 sentence summary.	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments.	['Proceed taking desipramine as normal. There is no recommendation.', 'Take desipramine with a reduced dose.', 'Take desipramine with an increased dose.']	Avoid desipramine. Take an alternate therapy.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are ultrarapid metabolizers (UM) of CYP2D6 with an activity score ≥6.0 may require lower doses of desipramine, a CYP2D6 substrate, to avoid potential toxicity. This is because UM individuals may metabolize desipramine more rapidly, leading to increased formation of active metabolites and increased risk of adverse effects. As such, clinicians should consider reducing the initial dose and closely monitoring the patient's response to therapy.	0.07613036	0.14283744	0.11121897	-0.12448016	0.32568207	0.06264645	tensor(-0.1327)	tensor(0.3677)	tensor(0.0673)	0.6163535155996672	0.6043720291200922	0.5463523755692661	0.6624353	0.48844963	0.47636613	0.6395208	0.53666055	0.40268764	0.62013733	0.5769861	0.44125998	0.5669291	0.54726505	0.41513193	0
dexlansoprazole	CYP2C19	What would be the clinical guidance for someone who is Rapid Metabolizer for CYP2C19 with regards to taking dexlansoprazole? Give a 2-3 sentence summary.	Initiate standard starting daily dose. Consider increasing dose by 50-100% for the treatment of H. pylori infection and erosive esophagitis. Daily dose may be given in divided doses.Monitor for efficacy.	['Proceed taking dexlansoprazole as normal. There is no recommendation.', 'Avoid dexlansoprazole. Take an alternate therapy.']	Take dexlansoprazole with an altered dose.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are rapid metabolizers of CYP2C19 may require higher doses of dexlansoprazole, a proton pump inhibitor, to achieve optimal therapeutic response. This is because CYP2C19 rapid metabolizers may metabolize dexlansoprazole more quickly, leading to reduced plasma concentrations and potentially decreased efficacy. Clinicians may consider increasing the dose of dexlansoprazole in these individuals, while monitoring for efficacy and potential adverse effects.	-0.045256566	0.12749222	0.037657063	-0.05218859	0.34805077	0.119517505	tensor(-0.0566)	tensor(0.3376)	tensor(0.1128)	0.42523317393012744	0.6643666237139727	0.43456237852129564	0.4235001	0.5434256	0.44420385	0.3681317	0.5045903	0.53292537	0.336633	0.5651246	0.3973433	0.4250842	0.6835414	0.4159245	1
dexlansoprazole	CYP2C19	What would be the clinical guidance for someone who is Likely Poor Metabolizer for CYP2C19 with regards to taking dexlansoprazole? Give a 2-3 sentence summary.	Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.	['Proceed taking dexlansoprazole as normal. There is no recommendation.', 'Avoid dexlansoprazole. Take an alternate therapy.']	Take dexlansoprazole with an altered dose.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are likely poor metabolizers (PMs) for CYP2C19 may require a dose reduction of dexlansoprazole, as they may experience increased systemic exposure to the active metabolite. The CPIC recommends a starting dose of 30 mg daily for PMs, with careful monitoring for adverse effects and consideration of further dose reduction if necessary. Additionally, alternative proton pump inhibitors that are not metabolized by CYP2C19, such as lansoprazole or omeprazole, may be considered.	-0.086313896	0.19256572	0.039707836	-0.078731	0.41611087	0.12462239	tensor(-0.0754)	tensor(0.4003)	tensor(0.1217)	0.4416997170970175	0.6548286561253522	0.42714149472543356	0.54817986	0.5638244	0.4377094	0.47078544	0.5768626	0.5257376	0.52098596	0.585807	0.44189915	0.48824245	0.67147636	0.40391704	0
dexlansoprazole	CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer for CYP2C19 with regards to taking dexlansoprazole? Give a 2-3 sentence summary.	Increase starting daily dose by 100%. Daily dose may be given in divided doses. Monitor for efficacy.	['Proceed taking dexlansoprazole as normal. There is no recommendation.', 'Avoid dexlansoprazole. Take an alternate therapy.']	Take dexlansoprazole with an altered dose.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are ultrarapid metabolizers (UM) of CYP2C19 may require a lower dose of dexlansoprazole, a CYP2C19 substrate, to achieve optimal therapeutic response. UM individuals may experience decreased efficacy due to rapid metabolism of the drug. Therefore, close monitoring of response and potential dose adjustments may be necessary to ensure adequate acid suppression.	-0.120822966	0.1323647	-0.0052106516	-0.08263025	0.46052623	0.13614821	tensor(-0.0783)	tensor(0.4323)	tensor(0.1302)	0.42570691990589493	0.6431845543891382	0.4190311347285449	0.40220293	0.5044468	0.51334107	0.3734914	0.48604447	0.5667941	0.40909493	0.5044257	0.4981389	0.44679624	0.70145	0.383801	0
dexlansoprazole	CYP2C19	What would be the clinical guidance for someone who is Indeterminate for CYP2C19 with regards to taking dexlansoprazole? Give a 2-3 sentence summary.	No recommendation	['Avoid dexlansoprazole. Take an alternate therapy.', 'Take dexlansoprazole with a reduced dose.', 'Take dexlansoprazole with an increased dose.']	Proceed taking dexlansoprazole as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are indeterminate for CYP2C19 (i.e., have an unknown or unclassified genotype) should be treated as having a reduced function CYP2C19 allele. For dexlansoprazole, a proton pump inhibitor that is primarily metabolized by CYP2C19, the recommended clinical guidance is to initiate therapy with a standard dose and monitor for efficacy and adverse effects, as the impact of reduced CYP2C19 function on dexlansoprazole metabolism is not well established. Close monitoring of gastrointestinal symptoms and potential dosage adjustments may be necessary to achieve optimal therapeutic outcomes.	-0.35794193	-0.010487172	-0.21210028	-0.13601846	0.2822746	0.04000703	tensor(-0.1256)	tensor(0.4373)	tensor(0.0866)	0.27564719580872493	0.6332061679420725	0.27774156674259937	0.16610703	0.48722467	0.2127639	0.06390414	0.527481	0.11258603	-0.047641613	0.55089045	0.100801915	0.27695322	0.6615618	0.4491609	0
dibekacin	MT-RNR1	What would be the clinical guidance for someone who is increased risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking dibekacin? Give a 2-3 sentence summary.	Avoid aminoglycoside anitbiotics unless the high risk of permanent hearing loss is outweighed by the severity of infection and lack of safe or effective alternative therapies.	['Proceed taking dibekacin as normal. There is no recommendation.', 'Take dibekacin with a reduced dose.', 'Take dibekacin with an increased dose.']	Avoid dibekacin. Take an alternate therapy.	Based on the evidence, individuals with the mitochondrial MT-RNR1 variant (m.1555A>G or m.1494C>T) are at increased risk of aminoglycoside-induced hearing loss. Due to this risk, clinical guidance recommends avoiding or using with caution aminoglycosides, including dibekacin, in patients with this genetic variant. Alternative antibiotics should be considered, and if dibekacin is necessary, close monitoring of auditory function and dosage adjustments may be warranted.	0.0088046165	0.15985541	0.08238989	-0.09476221	0.3654128	0.09659444	tensor(-0.1062)	tensor(0.2750)	tensor(0.0457)	0.6149882636602488	0.381273300037282	0.29113802833973196	0.66969824	0.48655638	0.51720965	0.71296144	0.444182	0.37425783	0.6520863	0.4504598	0.412967	0.5950655	0.4894337	0.46054223	0
dibekacin	MT-RNR1	What would be the clinical guidance for someone who is normal risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking dibekacin? Give a 2-3 sentence summary.	Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.	['Avoid dibekacin. Take an alternate therapy.', 'Take dibekacin with a reduced dose.', 'Take dibekacin with an increased dose.']	Proceed taking dibekacin as normal. There is no recommendation.	For individuals with a normal risk of aminoglycoside-induced hearing loss due to MT-RNR1, clinical guidance suggests that dibekacin can be used with caution and close monitoring of hearing function. However, it is recommended to consider alternative antibiotics whenever possible, especially in patients with pre-existing hearing impairment or those receiving high doses or prolonged treatment with dibekacin. Additionally, audiometric monitoring and prompt discontinuation of dibekacin if hearing loss or tinnitus occurs are advised.	0.068462744	0.21760598	0.14124393	-0.03909528	0.23331954	0.08485505	tensor(-0.0314)	tensor(0.3875)	tensor(0.1474)	0.6245108642094739	0.4541156553364642	0.34441559903633584	0.6340292	0.5410628	0.4988395	0.7157349	0.57892084	0.43198147	0.7603781	0.5330402	0.45650932	0.63795155	0.5025189	0.51453567	0
dibekacin	MT-RNR1	What would be the clinical guidance for someone who is uncertain risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking dibekacin? Give a 2-3 sentence summary.	Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.	['Avoid dibekacin. Take an alternate therapy.', 'Take dibekacin with a reduced dose.', 'Take dibekacin with an increased dose.']	Proceed taking dibekacin as normal. There is no recommendation.	For individuals with an uncertain risk of aminoglycoside-induced hearing loss due to MT-RNR1 variants, the clinical guidance is to exercise caution when considering dibekacin therapy. The FDA recommends that aminoglycosides, including dibekacin, be avoided or used with caution in patients with a family history of aminoglycoside-induced hearing loss or in those who have experienced hearing loss with previous aminoglycoside use. Alternative antibiotics should be considered, and audiologic monitoring is recommended if dibekacin is deemed necessary.	0.020818185	0.1463157	0.08306219	-0.09636848	0.21678494	0.042663198	tensor(-0.0668)	tensor(0.3703)	tensor(0.1175)	0.5798636108982923	0.4301576131367688	0.34441559903633584	0.48013797	0.56992716	0.4988395	0.6594209	0.5561886	0.43198147	0.7324775	0.53996664	0.45650932	0.6123064	0.5222577	0.51453567	0
dimercaprol	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking dimercaprol? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	['Avoid dimercaprol. Take an alternate therapy.', 'Take dimercaprol with a reduced dose.', 'Take dimercaprol with an increased dose.']	Proceed taking dimercaprol as normal. There is no recommendation.	According to clinical guidelines, individuals who are normal for G6PD (glucose-6-phosphate dehydrogenase) deficiency can take dimercaprol without concerns, as G6PD deficiency is not a significant predictor of adverse effects with this medication. Dimercaprol is a chelating agent used to treat heavy metal poisoning, and its metabolism is not significantly influenced by G6PD enzyme activity. Therefore, no specific dosage adjustments or precautions are necessary for individuals with normal G6PD activity taking dimercaprol.	-0.04947127	0.18941516	0.060982667	-0.0558047	0.25945422	0.08457089	tensor(-0.1095)	tensor(0.2766)	tensor(0.0479)	0.6058077417496033	0.6968662891101695	0.3795383134150187	0.5148618	0.6511127	0.32292318	0.48805586	0.68604904	0.27374294	0.4373408	0.55874974	0.114939235	0.56293195	0.60006076	0.38091448	1
dimercaprol	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking dimercaprol? Give a 2-3 sentence summary.	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	['Avoid dimercaprol. Take an alternate therapy.', 'Take dimercaprol with a reduced dose.', 'Take dimercaprol with an increased dose.']	Proceed taking dimercaprol as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with an indeterminate G6PD genotype should be treated as if they have G6PD deficiency. Therefore, dimercaprol, which can cause hemolysis in G6PD-deficient individuals, should be used with caution and close monitoring for signs of hemolysis. Alternatively, consideration should be given to using alternative chelating agents that are not associated with hemolysis in G6PD-deficient individuals.	0.11289426	0.29062176	0.1982512	-0.08348628	0.25491452	0.06517978	tensor(-0.1024)	tensor(0.4120)	tensor(0.1065)	0.6464514365701788	0.6228529179390022	0.38006521897235573	0.58607924	0.6184897	0.34927732	0.62286264	0.67238164	0.3710474	0.5852871	0.4724797	0.16605222	0.5159527	0.5055986	0.43853614	0
dimercaprol	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking dimercaprol? Give a 2-3 sentence summary.	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	['Avoid dimercaprol. Take an alternate therapy.', 'Take dimercaprol with a reduced dose.', 'Take dimercaprol with an increased dose.']	Proceed taking dimercaprol as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with glucose-6-phosphate dehydrogenase (G6PD) deficiency, specifically those with Class I or Class II variants (such as CNSHA), should avoid using dimercaprol (BAL in oil) due to the increased risk of hemolysis. Dimercaprol can exacerbate G6PD deficiency and lead to severe hemolytic anemia. Therefore, alternative chelation agents, such as succimer or edetate calcium disodium, should be considered in these individuals.	-0.0939909	0.093113765	-0.0051322854	-0.12902892	0.19626623	0.014051888	tensor(-0.1328)	tensor(0.3240)	tensor(0.0563)	0.48280223068114453	0.5953509160549322	0.4810664052955647	0.4967609	0.631618	0.5438092	0.45916876	0.5701885	0.49818894	0.45837653	0.5260175	0.33236513	0.51171976	0.52875906	0.5197642	0
dimercaprol	G6PD	What would be the clinical guidance for someone who is Deficient for G6PD with regards to taking dimercaprol? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status at standard doses	['Avoid dimercaprol. Take an alternate therapy.', 'Take dimercaprol with a reduced dose.', 'Take dimercaprol with an increased dose.']	Proceed taking dimercaprol as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are deficient for glucose-6-phosphate dehydrogenase (G6PD) should avoid treatment with dimercaprol due to the increased risk of hemolytic anemia. Dimercaprol, also known as British anti-Lewisite (BAL), can exacerbate G6PD deficiency, leading to severe hemolysis. As a result, alternative chelation agents should be considered in G6PD-deficient individuals.	-0.079390556	0.13052289	0.01903483	-0.12524399	0.16819032	0.0059258863	tensor(-0.1261)	tensor(0.3251)	tensor(0.0613)	0.6037023029166031	0.6169235923482782	0.42762257653878666	0.6059486	0.6061294	0.4823958	0.55902326	0.5801789	0.44676057	0.58218527	0.51445746	0.322733	0.58580256	0.5378828	0.44501558	0
