drug	genes	mode	question	answer	llm_answer	llm_genes	precision	recall
atomoxetine	CYP2D6	clinician	I want to give my patient atomoxetine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
atomoxetine	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for atomoxetine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
atorvastatin	SLCO1B1	clinician	I want to give my patient atorvastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1;CYP3A4;CYP3A5	['SLCO1B1', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
atorvastatin	SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for atorvastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	1.0
azathioprine	NUDT15;TPMT	clinician	I want to give my patient azathioprine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	NUDT15;TPMT	TPMT;NUDT15	['TPMT', 'NUDT15']	1.0	1.0
azathioprine	NUDT15;TPMT	researcher	What genes have actionable pharmacogenetic guidelines for azathioprine? Please respond with nothing but a list of gene symbols delimited by ';'.	NUDT15;TPMT	TPMT;NUDT15	['TPMT', 'NUDT15']	1.0	1.0
capecitabine	DPYD	clinician	I want to give my patient capecitabine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	DPYD	DPYD;TYMS;MTHFR	['DPYD', 'TYMS', 'MTHFR']	0.3333333333333333	1.0
capecitabine	DPYD	researcher	What genes have actionable pharmacogenetic guidelines for capecitabine? Please respond with nothing but a list of gene symbols delimited by ';'.	DPYD	DPYD	['DPYD']	1.0	1.0
carbamazepine	HLA-A;HLA-B	clinician	I want to give my patient carbamazepine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	HLA-A;HLA-B	HLA-A;HLA-B;CYP3A4;CYP3A5	['HLA-A', 'HLA-B', 'CYP3A4', 'CYP3A5']	0.5	1.0
carbamazepine	HLA-A;HLA-B	researcher	What genes have actionable pharmacogenetic guidelines for carbamazepine? Please respond with nothing but a list of gene symbols delimited by ';'.	HLA-A;HLA-B	HLA-A;HLA-B	['HLA-A', 'HLA-B']	1.0	1.0
celecoxib	CYP2C9	clinician	I want to give my patient celecoxib. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;PTGS2	['CYP2C9', 'PTGS2']	0.5	1.0
celecoxib	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for celecoxib? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
citalopram	CYP2C19	clinician	I want to give my patient citalopram. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; SLC6A4	['CYP2C19', 'SLC6A4']	0.5	1.0
citalopram	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for citalopram? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
clopidogrel	CYP2C19	clinician	I want to give my patient clopidogrel. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
clopidogrel	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for clopidogrel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
codeine	CYP2D6	clinician	I want to give my patient codeine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;UGT2B7	['CYP2D6', 'UGT2B7']	0.5	1.0
codeine	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for codeine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
dapsone	G6PD	clinician	I want to give my patient dapsone. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD;NAT2	['G6PD', 'NAT2']	0.5	1.0
dapsone	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for dapsone? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD	['G6PD']	1.0	1.0
desflurane	RYR1;CACNA1S	clinician	I want to give my patient desflurane. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;CACNA1S;GSTP1	['RYR1', 'CACNA1S', 'GSTP1']	0.6666666666666666	1.0
desflurane	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for desflurane? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;CACNA1S	['RYR1', 'CACNA1S']	1.0	1.0
dibekacin	MT-RNR1	clinician	I want to give my patient dibekacin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	RNR1;MT-TS1	['RNR1', 'MT-TS1']	0.0	0.0
dibekacin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for dibekacin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	None	['None']	0.0	0.0
efavirenz	CYP2B6	clinician	I want to give my patient efavirenz. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6	CYP2B6;CYP2A6;UGT2B7	['CYP2B6', 'CYP2A6', 'UGT2B7']	0.3333333333333333	1.0
efavirenz	CYP2B6	researcher	What genes have actionable pharmacogenetic guidelines for efavirenz? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6	CYP2B6	['CYP2B6']	1.0	1.0
enflurane	RYR1;CACNA1S	clinician	I want to give my patient enflurane. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;CACNA1S;GABRG2	['RYR1', 'CACNA1S', 'GABRG2']	0.6666666666666666	1.0
enflurane	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for enflurane? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;CACNA1S	['RYR1', 'CACNA1S']	1.0	1.0
escitalopram	CYP2C19	clinician	I want to give my patient escitalopram. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19;CYP2D6	['CYP2C19', 'CYP2D6']	0.5	1.0
escitalopram	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for escitalopram? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
fluorouracil	DPYD	clinician	I want to give my patient fluorouracil. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	DPYD	DPYD;TYMS;MTHFR;DPYS	['DPYD', 'TYMS', 'MTHFR', 'DPYS']	0.25	1.0
fluorouracil	DPYD	researcher	What genes have actionable pharmacogenetic guidelines for fluorouracil? Please respond with nothing but a list of gene symbols delimited by ';'.	DPYD	DPYD	['DPYD']	1.0	1.0
flurbiprofen	CYP2C9	clinician	I want to give my patient flurbiprofen. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;CYP2C19	['CYP2C9', 'CYP2C19']	0.5	1.0
flurbiprofen	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for flurbiprofen? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
fluvastatin	SLCO1B1;CYP2C9	clinician	I want to give my patient fluvastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1;CYP2C9	SLCO1B1;ABCG2;CYP2C9	['SLCO1B1', 'ABCG2', 'CYP2C9']	0.6666666666666666	1.0
fluvastatin	SLCO1B1;CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for fluvastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1;CYP2C9	CYP2C9	['CYP2C9']	1.0	0.5
fosphenytoin	CYP2C9;HLA-B	clinician	I want to give my patient fosphenytoin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;HLA-B	CYP2C9;CYP2C19;HLA-B	['CYP2C9', 'CYP2C19', 'HLA-B']	0.6666666666666666	1.0
fosphenytoin	CYP2C9;HLA-B	researcher	What genes have actionable pharmacogenetic guidelines for fosphenytoin? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;HLA-B	CYP2C9	['CYP2C9']	1.0	0.5
gentamicin	MT-RNR1	clinician	I want to give my patient gentamicin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1	['MT-RNR1']	1.0	1.0
gentamicin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for gentamicin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1	['MT-RNR1']	1.0	1.0
halothane	RYR1;CACNA1S	clinician	I want to give my patient halothane. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;CACNA1S	['RYR1', 'CACNA1S']	1.0	1.0
halothane	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for halothane? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;CACNA1S	['RYR1', 'CACNA1S']	1.0	1.0
ibuprofen	CYP2C9	clinician	I want to give my patient ibuprofen. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;CYP2C8;PTGS1;PTGS2	['CYP2C9', 'CYP2C8', 'PTGS1', 'PTGS2']	0.25	1.0
ibuprofen	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for ibuprofen? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
irinotecan	UGT1A1	clinician	I want to give my patient irinotecan. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	UGT1A1	UGT1A1;CYP3A4;CYP3A5	['UGT1A1', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
irinotecan	UGT1A1	researcher	What genes have actionable pharmacogenetic guidelines for irinotecan? Please respond with nothing but a list of gene symbols delimited by ';'.	UGT1A1	UGT1A1	['UGT1A1']	1.0	1.0
isoflurane	RYR1;CACNA1S	clinician	I want to give my patient isoflurane. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;CACNA1S	['RYR1', 'CACNA1S']	1.0	1.0
isoflurane	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for isoflurane? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;CACNA1S	['RYR1', 'CACNA1S']	1.0	1.0
ivacaftor	CFTR	clinician	I want to give my patient ivacaftor. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CFTR	CFTR	['CFTR']	1.0	1.0
ivacaftor	CFTR	researcher	What genes have actionable pharmacogenetic guidelines for ivacaftor? Please respond with nothing but a list of gene symbols delimited by ';'.	CFTR	CFTR	['CFTR']	1.0	1.0
kanamycin	MT-RNR1	clinician	I want to give my patient kanamycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1	['MT-RNR1']	1.0	1.0
kanamycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for kanamycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1	['MT-RNR1']	1.0	1.0
lansoprazole	CYP2C19	clinician	I want to give my patient lansoprazole. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19;ABCB1	['CYP2C19', 'ABCB1']	0.5	1.0
lansoprazole	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for lansoprazole? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
lornoxicam	CYP2C9	clinician	I want to give my patient lornoxicam. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;CYP2C8	['CYP2C9', 'CYP2C8']	0.5	1.0
lornoxicam	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for lornoxicam? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
lovastatin	SLCO1B1	clinician	I want to give my patient lovastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	CYP3A4;SLCO1B1;ABCB1	['CYP3A4', 'SLCO1B1', 'ABCB1']	0.3333333333333333	1.0
lovastatin	SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for lovastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	1.0
meloxicam	CYP2C9	clinician	I want to give my patient meloxicam. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;CYP3A4;CYP3A5	['CYP2C9', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
meloxicam	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for meloxicam? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
mercaptopurine	NUDT15;TPMT	clinician	I want to give my patient mercaptopurine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	NUDT15;TPMT	TPMT; NUDT15	['TPMT', 'NUDT15']	1.0	1.0
mercaptopurine	NUDT15;TPMT	researcher	What genes have actionable pharmacogenetic guidelines for mercaptopurine? Please respond with nothing but a list of gene symbols delimited by ';'.	NUDT15;TPMT	TPMT;NUDT15	['TPMT', 'NUDT15']	1.0	1.0
methoxyflurane	RYR1;CACNA1S	clinician	I want to give my patient methoxyflurane. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;PDGFD	['GSTM1', 'GSTM2', 'GSTM3', 'GSTM4', 'GSTM5', 'PDGFD']	0.0	0.0
methoxyflurane	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for methoxyflurane? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	RYR1;CACNA1S	['RYR1', 'CACNA1S']	1.0	1.0
methylene blue	G6PD	clinician	I want to give my patient methylene blue. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD;MAOA;SLC6A4	['G6PD', 'MAOA', 'SLC6A4']	0.3333333333333333	1.0
methylene blue	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for methylene blue? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD;RYR1	['G6PD', 'RYR1']	0.5	1.0
neomycin	MT-RNR1	clinician	I want to give my patient neomycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1	['MT-RNR1']	1.0	1.0
neomycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for neomycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	None	['None']	0.0	0.0
netilmicin	MT-RNR1	clinician	I want to give my patient netilmicin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1;RNR1	['MT-RNR1', 'RNR1']	0.5	1.0
netilmicin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for netilmicin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	There are no genes with actionable pharmacogenetic guidelines specifically for netilmicin.	['There are no genes with actionable pharmacogenetic guidelines specifically for netilmicin.']	0.0	0.0
nitrofurantoin	G6PD	clinician	I want to give my patient nitrofurantoin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	NAT2	['NAT2']	0.0	0.0
nitrofurantoin	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for nitrofurantoin? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	N/A	['N/A']	0.0	0.0
nortriptyline	CYP2D6	clinician	I want to give my patient nortriptyline. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
nortriptyline	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for nortriptyline? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
omeprazole	CYP2C19	clinician	I want to give my patient omeprazole. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
omeprazole	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for omeprazole? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
ondansetron	CYP2D6	clinician	I want to give my patient ondansetron. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP3A4;CYP3A5	['CYP2D6', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
ondansetron	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for ondansetron? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
oxcarbazepine	HLA-B	clinician	I want to give my patient oxcarbazepine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	HLA-B	HLA-B;CYP3A4;CYP3A5	['HLA-B', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
oxcarbazepine	HLA-B	researcher	What genes have actionable pharmacogenetic guidelines for oxcarbazepine? Please respond with nothing but a list of gene symbols delimited by ';'.	HLA-B	HLA-B;HLA-A	['HLA-B', 'HLA-A']	0.5	1.0
pantoprazole	CYP2C19	clinician	I want to give my patient pantoprazole. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19;ABCB1	['CYP2C19', 'ABCB1']	0.5	1.0
pantoprazole	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for pantoprazole? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
paromomycin	MT-RNR1	clinician	I want to give my patient paromomycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1	['MT-RNR1']	1.0	1.0
paromomycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for paromomycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	No genes have actionable pharmacogenetic guidelines for paromomycin.	['No genes have actionable pharmacogenetic guidelines for paromomycin.']	0.0	0.0
paroxetine	CYP2D6	clinician	I want to give my patient paroxetine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
paroxetine	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for paroxetine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
peginterferon alfa-2a	IFNL4;IFNL3	clinician	I want to give my patient peginterferon alfa-2a. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	IFNL4;IFNL3	IFNL3;IFNL4	['IFNL3', 'IFNL4']	1.0	1.0
peginterferon alfa-2a	IFNL4;IFNL3	researcher	What genes have actionable pharmacogenetic guidelines for peginterferon alfa-2a? Please respond with nothing but a list of gene symbols delimited by ';'.	IFNL4;IFNL3	IFNL3	['IFNL3']	1.0	0.5
peginterferon alfa-2b	IFNL4;IFNL3	clinician	I want to give my patient peginterferon alfa-2b. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	IFNL4;IFNL3	IFNL3;IFNL4;DDX58	['IFNL3', 'IFNL4', 'DDX58']	0.6666666666666666	1.0
peginterferon alfa-2b	IFNL4;IFNL3	researcher	What genes have actionable pharmacogenetic guidelines for peginterferon alfa-2b? Please respond with nothing but a list of gene symbols delimited by ';'.	IFNL4;IFNL3	IFNL3;IFNL4	['IFNL3', 'IFNL4']	1.0	1.0
pegloticase	G6PD	clinician	I want to give my patient pegloticase. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD	['G6PD']	1.0	1.0
pegloticase	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for pegloticase? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD	['G6PD']	1.0	1.0
phenytoin	CYP2C9;HLA-B	clinician	I want to give my patient phenytoin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;HLA-B	CYP2C9;HLA-B	['CYP2C9', 'HLA-B']	1.0	1.0
phenytoin	CYP2C9;HLA-B	researcher	What genes have actionable pharmacogenetic guidelines for phenytoin? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;HLA-B	CYP2C9;HLA-B	['CYP2C9', 'HLA-B']	1.0	1.0
piroxicam	CYP2C9	clinician	I want to give my patient piroxicam. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;CYP2C8	['CYP2C9', 'CYP2C8']	0.5	1.0
piroxicam	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for piroxicam? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
pitavastatin	SLCO1B1	clinician	I want to give my patient pitavastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1;ABCB1	['SLCO1B1', 'ABCB1']	0.5	1.0
pitavastatin	SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for pitavastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	1.0
pitolisant	CYP2D6	clinician	I want to give my patient pitolisant. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
pitolisant	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for pitolisant? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
plazomicin	MT-RNR1	clinician	I want to give my patient plazomicin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	RMTs;MT-RNR1	['RMTs', 'MT-RNR1']	0.5	1.0
plazomicin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for plazomicin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	N/A	['N/A']	0.0	0.0
pravastatin	SLCO1B1	clinician	I want to give my patient pravastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	ABCG2;SLC01B1	['ABCG2', 'SLC01B1']	0.0	0.0
pravastatin	SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for pravastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	ABCG2	['ABCG2']	0.0	0.0
primaquine	G6PD	clinician	I want to give my patient primaquine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD;CYB5R1;CYB5A	['G6PD', 'CYB5R1', 'CYB5A']	0.3333333333333333	1.0
primaquine	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for primaquine? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD;CYP2D6	['G6PD', 'CYP2D6']	0.5	1.0
rasburicase	G6PD	clinician	I want to give my patient rasburicase. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD	['G6PD']	1.0	1.0
rasburicase	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for rasburicase? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD	['G6PD']	1.0	1.0
