drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	bert_score_precision_llm_vs_discordant	bert_score_recall_llm_vs_discordant	bert_score_f1_llm_vs_discordant	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_discordant	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_discordant	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_discordant	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_discordant	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_discordant	gpt4_llm_vs_ref
aminosalicylic acid	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking aminosalicylic acid? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	['Avoid aminosalicylic acid. Take an alternate therapy.', 'Take aminosalicylic acid with a reduced dose.', 'Take aminosalicylic acid with an increased dose.']	Proceed taking aminosalicylic acid as normal. There is no recommendation.	**Clinical Guidance:**    Individuals with normal G6PD activity can typically use aminosalicylic acid without concerns for hemolytic anemia. As they have normal enzyme activity, the risk of drug-induced red blood cell destruction is minimal. It is recommended that patients with normal G6PD genotype follow the standard dosing guidelines and monitoring for aminosalicylic acid.	-0.20132957	0.0909441	-0.07196488	-0.08312248	0.2290621	0.05541571	-0.07869488000869751	0.4596986770629883	0.12325584888458252	0.6486124922879986	0.6203300784885823	0.5333232644822895	0.49362013	0.6955947	0.6284518	0.45260575	0.695229	0.62702197	0.35566252	0.59164846	0.5769822	0.49932727	0.5426281	0.543287	1
amitriptyline	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥3.0 for CYP2D6 and Intermediate Metabolizer for CYP2C19 with regards to taking amitriptyline? Give a 2-3 sentence summary.	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	['Proceed taking amitriptyline as normal. There is no recommendation.', 'Take amitriptyline with a reduced dose.', 'Take amitriptyline with an increased dose.']	Avoid amitriptyline. Take an alternate therapy.	No response (safety filter)	-0.0032114894	-0.25217044	-0.13948001	0.108755104	-0.0031911985	0.05382807	0.03489862009882927	0.07035606354475021	0.05614881217479706	0.11813032740871589	0.1418206610874589	0.19232934494480744	0.17448093	0.10258994	0.1839552	0.15096408	0.07596315	0.09095391	0.04162657	0.080930255	0.13916847	0.25787035	0.31961438	0.37905613	0
amitriptyline	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Poor Metabolizer and activity score = 0.0 for CYP2D6 and Intermediate Metabolizer for CYP2C19 with regards to taking amitriptyline? Give a 2-3 sentence summary.	Avoid amitriptyline use. If a amitripyline is warranted, consider a 50% reduction of recommended starting dose. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	['Proceed taking amitriptyline as normal. There is no recommendation.', 'Take amitriptyline with a reduced dose.', 'Take amitriptyline with an increased dose.']	Avoid amitriptyline. Take an alternate therapy.	For patients who are poor metabolizers of CYP2D6, it is recommended to reduce the starting dose of amitriptyline by 50% and monitor for efficacy and adverse effects. Intermediate metabolizers of CYP2C19 do not require dosage adjustment for amitriptyline.	0.113088004	0.25804502	0.18465143	-0.0908966	0.17912807	0.03161801	-0.041564662009477615	0.4603426456451416	0.16347631812095642	0.765424083772248	0.5694836185619159	0.6370706825491851	0.7887718	0.5374875	0.61293715	0.78472817	0.6269678	0.6701534	0.74448913	0.54481417	0.5686124	0.7489485	0.5511126	0.5899295	0
amitriptyline	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥4.0 for CYP2D6 and No Result for CYP2C19 with regards to taking amitriptyline? Give a 2-3 sentence summary.	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	['Proceed taking amitriptyline as normal. There is no recommendation.', 'Take amitriptyline with a reduced dose.', 'Take amitriptyline with an increased dose.']	Avoid amitriptyline. Take an alternate therapy.	Due to an ultrarapid metabolizer (UM) status and CYP2D6 activity score ≥4.0, amitriptyline should be used cautiously and at a reduced dose. Close monitoring of clinical response and adverse effects is recommended.	0.29958475	0.20126641	0.25162795	0.007432731	0.4136903	0.1815901	0.04637356847524643	0.6681134104728699	0.29232269525527954	0.6238729524250237	0.5868367277064888	0.6543832554281998	0.6520813	0.613812	0.65173584	0.5664145	0.7207018	0.751072	0.632516	0.56616974	0.60928315	0.5982263	0.5906231	0.5925643	0
amitriptyline	CYP2D6;CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = 2.5 for CYP2D6 and Rapid Metabolizer for CYP2C19 with regards to taking amitriptyline? Give a 2-3 sentence summary.	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	['Proceed taking amitriptyline as normal. There is no recommendation.', 'Take amitriptyline with a reduced dose.', 'Take amitriptyline with an increased dose.']	Avoid amitriptyline. Take an alternate therapy.	No response (safety filter)	-0.0032114894	-0.25217044	-0.13948001	0.108755104	-0.0031911985	0.05382807	0.03489862009882927	0.07035606354475021	0.05614881217479706	0.11813032740871589	0.1418206610874589	0.19232934494480744	0.17448093	0.10258994	0.1839552	0.15096408	0.07596315	0.09095391	0.04162657	0.080930255	0.13916847	0.25787035	0.31961438	0.37905613	0
aspirin	G6PD	What would be the clinical guidance for someone who is Deficient for G6PD with regards to taking aspirin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status at standard doses	['Avoid aspirin. Take an alternate therapy.', 'Take aspirin with a reduced dose.', 'Take aspirin with an increased dose.']	Proceed taking aspirin as normal. There is no recommendation.	No response (safety filter)	0.0677348	-0.031285297	0.01994389	0.038176242	-0.10334963	-0.033217568	0.12734445929527283	0.14533638954162598	0.10777044296264648	0.22394085543295977	0.22081477964139298	0.16589424757286286	0.20120041	0.21904223	0.15270017	0.14510247	0.14897783	0.12651041	0.13931212	0.16158926	0.13855077	0.37844625	0.44145906	0.43396312	0
aspirin	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking aspirin? Give a 2-3 sentence summary.	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	['Avoid aspirin. Take an alternate therapy.', 'Take aspirin with a reduced dose.', 'Take aspirin with an increased dose.']	Proceed taking aspirin as normal. There is no recommendation.	Indeterminate G6PD status suggests a possible G6PD deficiency, which can increase the risk of hemolytic anemia with aspirin use. Therefore, caution should be exercised, and alternative pain relievers, such as acetaminophen, should be considered.	0.16471107	0.16549063	0.16845492	-0.13432376	-0.11495984	-0.12022615	-0.02911623753607273	0.2894009053707123	0.10907294601202011	0.6177320012130708	0.45630300665366	0.4850744535756256	0.45588195	0.56404185	0.5699785	0.54159766	0.574405	0.61231756	0.5038229	0.5403931	0.5389429	0.50504786	0.56400704	0.59201324	0
aspirin	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking aspirin? Give a 2-3 sentence summary.	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	['Avoid aspirin. Take an alternate therapy.', 'Take aspirin with a reduced dose.', 'Take aspirin with an increased dose.']	Proceed taking aspirin as normal. There is no recommendation.	Individuals with G6PD deficiency are at increased risk of hemolytic anemia when taking aspirin. Aspirin should be avoided in these individuals, as it can trigger the breakdown of red blood cells. Alternative pain relievers, such as acetaminophen or ibuprofen, should be used instead.	0.03380756	0.2628275	0.14098728	-0.217221	-0.121770546	-0.1673372	-0.08701114356517792	0.29221394658088684	0.07561486214399338	0.3916359662745233	0.44228270545086734	0.47806257521673456	0.51548207	0.6099591	0.6090828	0.46971172	0.5955937	0.62464213	0.44827712	0.5013791	0.5392137	0.51390654	0.58714056	0.61203724	0
aspirin	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking aspirin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	['Avoid aspirin. Take an alternate therapy.', 'Take aspirin with a reduced dose.', 'Take aspirin with an increased dose.']	Proceed taking aspirin as normal. There is no recommendation.	Individuals who are normal for glucose-6-phosphate dehydrogenase (G6PD) have a normal ability to metabolize aspirin and can take it as directed without special precautions. Aspirin does not pose a risk of hemolytic anemia in individuals with normal G6PD activity.	-0.1489566	0.056388617	-0.052373294	-0.18783914	0.031182494	-0.08608154	-0.18693499267101288	0.26409900188446045	-0.003570766653865576	0.665284390116454	0.5196818519313857	0.44397456071695	0.447245	0.56694466	0.47178835	0.388707	0.5436885	0.5285904	0.32254693	0.46731442	0.42989695	0.536816	0.5682089	0.5083242	1
atazanavir	UGT1A1	What would be the clinical guidance for someone who is Normal Metabolizer for UGT1A1 with regards to taking atazanavir? Give a 2-3 sentence summary.	There is no need to avoid prescribing of atazanavir based on UGT1A1 genetic test result. Inform the patient that some patients stop atazanavir because of jaundice (yellow eyes and skin), but that this patient's genotype makes this unlikely (less than about a 1 in 20 chance of stopping atazanavir because of jaundice).	['Avoid atazanavir. Take an alternate therapy.', 'Take atazanavir with a reduced dose.', 'Take atazanavir with an increased dose.']	Proceed taking atazanavir as normal. There is no recommendation.	Individuals who are Normal Metabolizers for UGT1A1 may have decreased clearance of atazanavir, which can lead to increased drug levels and potential adverse effects. It is recommended to reduce the atazanavir dosage by 33% in patients with this genotype to minimize the risk of adverse events.	0.25669312	0.24406287	0.25336146	-0.07318338	0.1358688	0.025319949	0.0016408467199653387	0.514763593673706	0.2117631584405899	0.7381325676192	0.5871272656474921	0.6317070849304857	0.7253608	0.51814866	0.6246938	0.7835441	0.5978357	0.63255	0.718788	0.43101603	0.4546669	0.7295032	0.47674987	0.63338965	0
atazanavir	UGT1A1	What would be the clinical guidance for someone who is Poor Metabolizer for UGT1A1 with regards to taking atazanavir? Give a 2-3 sentence summary.	Consider an alternative agent particularly where jaundice would be of concern to the patient. If atazanavir is to be prescribed, there is a high likelihood of developing jaundice that will result in atazanavir discontinuation (at least 20% and as high as 60%).	['Proceed taking atazanavir as normal. There is no recommendation.', 'Take atazanavir with a reduced dose.', 'Take atazanavir with an increased dose.']	Avoid atazanavir. Take an alternate therapy.	Poor metabolizers of UGT1A1 have reduced capacity to metabolize atazanavir, increasing the risk of adverse events. Due to increased risk for toxicity in these individuals, the recommended dosage is decreased to 300 mg once daily with ritonavir boosting.	0.07118886	0.11730203	0.09742242	-0.04974977	0.29013965	0.099512964	0.047762345522642136	0.572365939617157	0.2582806944847107	0.6303526849939589	0.6175461951546745	0.684525792432593	0.56539637	0.57503754	0.68638444	0.5955193	0.6221372	0.5945362	0.53009933	0.558143	0.5477602	0.54170114	0.55118936	0.6674052	0
atazanavir	UGT1A1	What would be the clinical guidance for someone who is Indeterminate for UGT1A1 with regards to taking atazanavir? Give a 2-3 sentence summary.	No recommendation	['Avoid atazanavir. Take an alternate therapy.', 'Take atazanavir with a reduced dose.', 'Take atazanavir with an increased dose.']	Proceed taking atazanavir as normal. There is no recommendation.	Atazanavir should be used with caution in patients who are Indeterminate for UGT1A1 and close monitoring of atazanavir plasma concentrations is recommended. Atazanavir may need to be dosed less frequently or as a reduced dose to avoid potential adverse effects, such as hyperbilirubinemia.	-0.506327	-0.31245854	-0.41795576	-0.040063173	0.066842265	0.01470855	0.0475504994392395	0.5329298973083496	0.2499106526374817	0.23175793814518592	0.602363402072805	0.6979613358978094	0.16339876	0.60947144	0.63132674	0.10417244	0.6955514	0.6911689	0.05087371	0.5834736	0.5850899	0.21141148	0.46442878	0.61810946	0
atazanavir	UGT1A1	What would be the clinical guidance for someone who is Intermediate Metabolizer for UGT1A1 with regards to taking atazanavir? Give a 2-3 sentence summary.	There is no need to avoid prescribing of atazanavir based on UGT1A1 genetic test result. Inform the patient that some patients stop atazanavir because of jaundice (yellow eyes and skin), but that this patient's genotype makes this unlikely (less than about a 1 in 20 chance of stopping atazanavir because of jaundice).	['Avoid atazanavir. Take an alternate therapy.', 'Take atazanavir with a reduced dose.', 'Take atazanavir with an increased dose.']	Proceed taking atazanavir as normal. There is no recommendation.	No response (safety filter)	0.025195677	-0.34563142	-0.19309744	-0.0064264336	-0.11649201	-0.06016319	0.12395863234996796	0.07536352425813675	0.06412976235151291	0.15789905928625472	0.26688003081680783	0.18934562767379884	0.19639987	0.19443238	0.14194763	0.11850926	0.0630481	0.09430063	0.06799813	0.1635815	0.14502825	0.22134212	0.34907445	0.29493648	0
atomoxetine	CYP2D6	What would be the clinical guidance for someone who is Normal Metabolizer and activity score = 1.25 for CYP2D6 with regards to taking atomoxetine? Give a 2-3 sentence summary.	Initiate with a dose of 40 mg/day and increase to 80 mg/day after 3 days. If no clinical response and in the absence of adverse events after 2 weeks, consider increasing dose to 100 mg/day. If no clinical response observed after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/mL, consider a proportional increase in dose to approach 400 ng/mL. Dosages greater than 100 mg/day may be needed to achieve target concentrations.	['Proceed taking atomoxetine as normal. There is no recommendation.', 'Avoid atomoxetine. Take an alternate therapy.']	Take atomoxetine with an altered dose.	No response (safety filter)	0.073748276	-0.42550394	-0.24042909	0.03302051	-0.026765317	0.0063144094	0.12284055352210999	-0.08291339874267578	0.01426868699491024	0.17351110418928423	0.14486237266141094	0.24730443957268186	0.19931524	0.046104956	0.15553153	0.16149728	0.020238003	0.07285559	0.0655078	0.06966179	0.14702345	0.30776304	0.28261006	0.36862	0
atomoxetine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥3.75 for CYP2D6 with regards to taking atomoxetine? Give a 2-3 sentence summary.	Initiate with a dose of 40 mg/day and increase to 80 mg/day after 3 days. If no clinical response and in the absence of adverse events after 2 weeks, consider increasing dose to 100 mg/day. If no clinical response observed after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/mL, consider a proportional increase in dose to approach 400 ng/mL. Dosages greater than 100 mg/day may be needed to achieve target concentrations.	['Proceed taking atomoxetine as normal. There is no recommendation.', 'Avoid atomoxetine. Take an alternate therapy.']	Take atomoxetine with an altered dose.	No response (safety filter)	0.073748276	-0.42550394	-0.24042909	0.03302051	-0.026765317	0.0063144094	0.12284055352210999	-0.08291339874267578	0.01426868699491024	0.17351110418928423	0.14486237266141094	0.24730443957268186	0.19931524	0.046104956	0.15553153	0.16149728	0.020238003	0.07285559	0.0655078	0.06966179	0.14702345	0.30776304	0.28261006	0.36862	0
atomoxetine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥4.0 for CYP2D6 with regards to taking atomoxetine? Give a 2-3 sentence summary.	Initiate with a dose of 40 mg/day and increase to 80 mg/day after 3 days. If no clinical response and in the absence of adverse events after 2 weeks, consider increasing dose to 100 mg/day. If no clinical response observed after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/mL, consider a proportional increase in dose to approach 400 ng/mL. Dosages greater than 100 mg/day may be needed to achieve target concentrations.	['Proceed taking atomoxetine as normal. There is no recommendation.', 'Avoid atomoxetine. Take an alternate therapy.']	Take atomoxetine with an altered dose.	**Clinical Guidance:** Individuals who are ultrarapid metabolizers (UMs) of CYP2D6, with an activity score of ≥4.0, may experience reduced efficacy of atomoxetine due to its rapid metabolism. Therefore, a higher dose or alternative medication should be considered to achieve optimal therapeutic effects.	0.0014682363	-0.079263605	-0.036281798	-0.08089359	0.4935201	0.14506194	-0.0712868869304657	0.3867761492729187	0.11851469427347183	0.5297691368323451	0.6226730589448493	0.6053805173639173	0.45202315	0.6120159	0.63939166	0.34986103	0.6060551	0.71624446	0.44859174	0.51700926	0.5602699	0.35403126	0.6869183	0.6929755	0
atomoxetine	CYP2D6	What would be the clinical guidance for someone who is Normal Metabolizer and activity score = 1.5 for CYP2D6 with regards to taking atomoxetine? Give a 2-3 sentence summary.	Initiate with a dose of 40 mg/day and increase to 80 mg/day after 3 days. If no clinical response and in the absence of adverse events after 2 weeks, consider increasing dose to 100 mg/day. If no clinical response observed after 2 weeks, consider obtaining a peak plasma concentration (1 to 2 hours after dose administered). If <200 ng/mL, consider a proportional increase in dose to approach 400 ng/mL. Dosages greater than 100 mg/day may be needed to achieve target concentrations.	['Proceed taking atomoxetine as normal. There is no recommendation.', 'Avoid atomoxetine. Take an alternate therapy.']	Take atomoxetine with an altered dose.	**Clinical guidance for atomoxetine in individuals with normal CYP2D6 activity:**    Due to normal CYP2D6 activity, atomoxetine metabolism is not affected. Therefore, no dosage adjustment is required.	-0.07765052	-0.15152441	-0.11151573	-0.11219436	0.41292292	0.09744713	-0.08524845540523529	0.19812840223312378	0.02832242101430893	0.43250811258934435	0.6208147165012543	0.6870331761539035	0.3778819	0.41061765	0.6294905	0.41813487	0.5151554	0.6739221	0.45812294	0.54747486	0.5494361	0.32596847	0.64012766	0.6358933	0
